id,number,state,team_blue,winner,team_red
110428723805337033,1,completed,105521674055625312,red,105521706535388095
110428723805337034,2,completed,105521674055625312,blue,105521706535388095
110428723805337035,3,completed,105521706535388095,blue,105521674055625312
110428723805402572,4,completed,105521674055625312,red,105521706535388095
110428723805402575,1,completed,105521706535388095,blue,102787200149928963
110428723805402576,2,completed,102787200149928963,blue,105521706535388095
110428723805402577,3,completed,105521706535388095,blue,102787200149928963
110428723805402578,4,completed,102787200149928963,blue,105521706535388095
110428723805402579,5,completed,105521706535388095,blue,102787200149928963
110424377526038697,1,completed,107179740624168899,red,105520786527322647
110424377526038699,1,completed,107179740624168899,blue,105520822049210915
110424377526038701,1,completed,107179740624168899,red,109539675734129088
110424377526038703,1,completed,110424394375218208,blue,107179740624168899
110424377526038705,1,completed,107179740624168899,red,105520796734358045
110424377526038707,1,completed,110424397251619481,red,107179740624168899
110424377526038709,1,completed,107179740624168899,red,107128093558481418
110424377526038711,1,completed,105520786527322647,red,105520822049210915
110424377526038713,1,completed,109539675734129088,blue,105520786527322647
110424377526038715,1,completed,105520786527322647,red,110424394375218208
110424377526038717,1,completed,105520786527322647,blue,105520796734358045
110424377526038719,1,completed,105520786527322647,blue,110424397251619481
110424377526038721,1,completed,107128093558481418,blue,105520786527322647
110424377526038723,1,completed,109539675734129088,blue,105520822049210915
110424377526038725,1,completed,105520822049210915,blue,110424394375218208
110424377526038727,1,completed,105520822049210915,red,105520796734358045
110424377526038729,1,completed,105520822049210915,red,110424397251619481
110424377526038731,1,completed,105520822049210915,red,107128093558481418
110424377526038733,1,completed,110424394375218208,blue,109539675734129088
110424377526038735,1,completed,109539675734129088,red,105520796734358045
110424377526038737,1,completed,110424397251619481,red,109539675734129088
110424377526038739,1,completed,109539675734129088,red,107128093558481418
110424377526038741,1,completed,105520796734358045,blue,110424394375218208
110424377526038743,1,completed,110424397251619481,red,110424394375218208
110424377526038745,1,completed,110424394375218208,red,107128093558481418
110424377526038747,1,completed,105520796734358045,blue,110424397251619481
110424377526038749,1,completed,105520796734358045,blue,107128093558481418
110424377526038751,1,completed,107128093558481418,blue,110424397251619481
110424377526038753,1,completed,105520786527322647,red,107179740624168899
110424377526038755,1,completed,107179740624168899,blue,105520822049210915
110424377526038757,1,completed,109539675734129088,red,107179740624168899
110424377526038759,1,completed,107179740624168899,red,110424394375218208
110424377526038761,1,completed,105520796734358045,blue,107179740624168899
110424377526038763,1,completed,107179740624168899,blue,110424397251619481
110424377526038765,1,completed,107179740624168899,blue,107128093558481418
110424377526038767,1,completed,105520786527322647,blue,105520822049210915
110424377526038769,1,completed,105520786527322647,blue,109539675734129088
110424377526038771,1,completed,105520786527322647,blue,110424394375218208
110424377526038773,1,completed,105520796734358045,blue,105520786527322647
110424377526038775,1,completed,110424397251619481,red,105520786527322647
110424377526038777,1,completed,107128093558481418,red,105520786527322647
110424377526038779,1,completed,109539675734129088,red,105520822049210915
110424377526038781,1,completed,110424394375218208,blue,105520822049210915
110424377526038783,1,completed,105520796734358045,blue,105520822049210915
110424377526038785,1,completed,110424397251619481,blue,105520822049210915
110424377526038787,1,completed,105520822049210915,red,107128093558481418
110424377526038789,1,completed,109539675734129088,red,110424394375218208
110424377526038791,1,completed,105520796734358045,blue,109539675734129088
110424377526038793,1,completed,109539675734129088,red,110424397251619481
110424377526038795,1,completed,109539675734129088,red,107128093558481418
110424377526038797,1,completed,110424394375218208,red,105520796734358045
110424377526038799,1,completed,110424397251619481,blue,110424394375218208
110424377526038801,1,completed,110424394375218208,blue,107128093558481418
110424377526038803,1,completed,105520796734358045,blue,110424397251619481
110424377526038805,1,completed,105520796734358045,red,107128093558481418
110424377526038807,1,completed,110424397251619481,red,107128093558481418
110424377526038809,1,completed,105520796734358045,blue,107128093558481418
110424377526038810,2,completed,105520796734358045,blue,107128093558481418
110424377526038811,3,completed,105520796734358045,blue,107128093558481418
110424377526038815,1,completed,105520786527322647,blue,110424394375218208
110424377526038816,2,completed,110424394375218208,red,105520786527322647
110424377526038817,3,completed,105520786527322647,red,110424394375218208
110424377526038818,4,completed,105520786527322647,blue,110424394375218208
110424377526038821,1,completed,105520786527322647,red,107128093558481418
110424377526038822,2,completed,107128093558481418,red,105520786527322647
110424377526038823,3,completed,105520786527322647,blue,107128093558481418
110424377526038824,4,completed,105520786527322647,blue,107128093558481418
110424377526038827,1,completed,105520796734358045,blue,105520786527322647
110424377526038828,2,completed,105520796734358045,blue,105520786527322647
110424377526038829,3,completed,105520786527322647,blue,105520796734358045
110424377526038830,4,completed,105520796734358045,blue,105520786527322647
110349992510267951,1,completed,102787200126663579,blue,107467794614674479
110349992510464561,1,completed,107467794614674479,red,103877625775457850
110349992510464563,1,completed,107467794614674479,red,105532791598779236
110349992510464565,1,completed,107467803833323099,blue,107467794614674479
110349992510464567,1,completed,107422385694193066,blue,107467794614674479
110349992510464569,1,completed,107467827374313054,blue,107467794614674479
110349992510464571,1,completed,107467794614674479,red,107564167676290839
110349992510464573,1,completed,107467794614674479,red,107467834753797729
110349992510464575,1,completed,107467794614674479,blue,107564135791716115
110349992510464577,1,completed,102787200126663579,red,103877625775457850
110349992510464579,1,completed,105532791598779236,red,102787200126663579
110349992510464581,1,completed,107467803833323099,blue,102787200126663579
110349992510464583,1,completed,107422385694193066,red,102787200126663579
110349992510464585,1,completed,102787200126663579,blue,107467827374313054
110349992510464587,1,completed,107564167676290839,blue,102787200126663579
110349992510530125,1,completed,102787200126663579,red,107467834753797729
110349992510530127,1,completed,102787200126663579,red,107564135791716115
110349992510530129,1,completed,103877625775457850,blue,105532791598779236
110349992510530131,1,completed,103877625775457850,red,107467803833323099
110349992510530133,1,completed,103877625775457850,red,107422385694193066
110349992510530135,1,completed,107467827374313054,red,103877625775457850
110349992510530137,1,completed,103877625775457850,blue,107564167676290839
110349992510530139,1,completed,103877625775457850,red,107467834753797729
110349992510530141,1,completed,107564135791716115,red,103877625775457850
110349992510530143,1,completed,105532791598779236,blue,107467803833323099
110349992510530145,1,completed,105532791598779236,red,107422385694193066
110349992510530147,1,completed,107467827374313054,blue,105532791598779236
110349992510530149,1,completed,107564167676290839,blue,105532791598779236
110349992510530151,1,completed,105532791598779236,red,107467834753797729
110349992510530153,1,completed,107564135791716115,red,105532791598779236
110349992510530155,1,completed,107467803833323099,blue,107422385694193066
110349992510530157,1,completed,107467827374313054,red,107467803833323099
110349992510530159,1,completed,107564167676290839,red,107467803833323099
110349992510530161,1,completed,107467803833323099,red,107467834753797729
110349992510530163,1,completed,107564135791716115,blue,107467803833323099
110349992510530165,1,completed,107422385694193066,red,107467827374313054
110349992510530167,1,completed,107564167676290839,blue,107422385694193066
110349992510530169,1,completed,107467834753797729,blue,107422385694193066
110349992510530171,1,completed,107422385694193066,blue,107564135791716115
110349992510530173,1,completed,107564167676290839,red,107467827374313054
110349992510530175,1,completed,107467827374313054,blue,107467834753797729
110349992510530177,1,completed,107467827374313054,blue,107564135791716115
110349992510530179,1,completed,107564167676290839,red,107467834753797729
110349992510530181,1,completed,107564167676290839,blue,107564135791716115
110349992510530183,1,completed,107564135791716115,red,107467834753797729
110349992510530185,1,completed,107467794614674479,red,102787200126663579
110349992510530187,1,completed,103877625775457850,red,107467794614674479
110349992510595725,1,completed,107467794614674479,blue,105532791598779236
110349992510595727,1,completed,107467794614674479,red,107467803833323099
110349992510595729,1,completed,107422385694193066,blue,107467794614674479
110349992510595731,1,completed,107467794614674479,blue,107467827374313054
110349992510595733,1,completed,107564167676290839,blue,107467794614674479
110349992510595735,1,completed,107467794614674479,blue,107467834753797729
110349992510595737,1,completed,107564135791716115,blue,107467794614674479
110349992510595739,1,completed,102787200126663579,red,103877625775457850
110349992510595741,1,completed,105532791598779236,red,102787200126663579
110349992510595743,1,completed,102787200126663579,red,107467803833323099
110349992510595745,1,completed,102787200126663579,red,107422385694193066
110349992510595747,1,completed,102787200126663579,blue,107467827374313054
110349992510595749,1,completed,107564167676290839,red,102787200126663579
110349992510595751,1,completed,102787200126663579,blue,107467834753797729
110349992510595753,1,completed,102787200126663579,blue,107564135791716115
110349992510595755,1,completed,103877625775457850,red,105532791598779236
110349992510595757,1,completed,107467803833323099,red,103877625775457850
110349992510595759,1,completed,103877625775457850,blue,107422385694193066
110349992510595761,1,completed,107467827374313054,red,103877625775457850
110349992510595763,1,completed,103877625775457850,blue,107564167676290839
110349992510595765,1,completed,107467834753797729,blue,103877625775457850
110349992510595767,1,completed,107564135791716115,red,103877625775457850
110349992510595769,1,completed,107467803833323099,blue,105532791598779236
110349992510595771,1,completed,107422385694193066,blue,105532791598779236
110349992510595773,1,completed,105532791598779236,blue,107467827374313054
110349992510595775,1,completed,105532791598779236,blue,107564167676290839
110349992510595777,1,completed,107467834753797729,red,105532791598779236
110349992510595779,1,completed,107564135791716115,blue,105532791598779236
110349992510595781,1,completed,107467803833323099,blue,107422385694193066
110349992510595783,1,completed,107467803833323099,blue,107467827374313054
110349992510595785,1,completed,107467803833323099,red,107564167676290839
110349992510595787,1,completed,107467834753797729,blue,107467803833323099
110349992510595789,1,completed,107467803833323099,blue,107564135791716115
110349992510595791,1,completed,107467827374313054,red,107422385694193066
110349992510595793,1,completed,107422385694193066,blue,107564167676290839
110349992510595795,1,completed,107422385694193066,blue,107467834753797729
110349992510661333,1,completed,107564135791716115,red,107422385694193066
110349992510661335,1,completed,107564167676290839,red,107467827374313054
110349992510661337,1,completed,107467827374313054,red,107467834753797729
110349992510661339,1,completed,107564135791716115,red,107467827374313054
110349992510661341,1,completed,107467834753797729,blue,107564167676290839
110349992510661343,1,completed,107564167676290839,blue,107564135791716115
110349992510661345,1,completed,107467834753797729,blue,107564135791716115
110748316312108720,1,completed,107467803833323099,red,103877625775457850
110349992510661347,1,completed,107467834753797729,blue,103877625775457850
110349992510661348,2,completed,107467834753797729,blue,103877625775457850
110349992510661349,3,completed,103877625775457850,red,107467834753797729
110349992510661353,1,completed,107467803833323099,red,107467827374313054
110349992510661354,2,completed,107467803833323099,blue,107467827374313054
110349992510661355,3,completed,107467803833323099,red,107467827374313054
110349992510661356,4,completed,107467803833323099,red,107467827374313054
110349992510661359,1,completed,102787200126663579,red,107422385694193066
110349992510661360,2,completed,107422385694193066,red,102787200126663579
110349992510661361,3,completed,102787200126663579,blue,107422385694193066
110349992510661362,4,completed,102787200126663579,blue,107422385694193066
110349992510661365,1,completed,107467827374313054,blue,102787200126663579
110349992510661366,2,completed,107467827374313054,red,102787200126663579
110349992510661367,3,completed,102787200126663579,blue,107467827374313054
110349992510661368,4,completed,102787200126663579,red,107467827374313054
110349992510661369,5,completed,102787200126663579,red,107467827374313054
110349992510661371,1,completed,107467827374313054,red,103877625775457850
110349992510661372,2,completed,103877625775457850,blue,107467827374313054
110349992510661373,3,completed,103877625775457850,red,107467827374313054
110349992510661374,4,completed,107467827374313054,red,103877625775457850
110349992510661377,1,completed,107467834753797729,red,103877625775457850
110349992510661378,2,completed,107467834753797729,red,103877625775457850
110349992510661379,3,completed,107467834753797729,blue,103877625775457850
110349992510661380,4,completed,107467834753797729,red,103877625775457850
110310652412257228,1,completed,109539873500788632,red,109539776003058530
110310652412584910,1,completed,109539776003058530,red,105553606349477427
110310652412584912,1,completed,109539776003058530,blue,105521412995449549
110310652412584914,1,completed,109539776003058530,red,105521408363571548
110310652412584916,1,completed,109539776003058530,red,107416342401528388
110310652412584918,1,completed,109539776003058530,blue,107599485973747723
110310652412584920,1,completed,109539776003058530,blue,105521419784127190
110310652412584922,1,completed,109539776003058530,red,104710682193583854
110310652412584924,1,completed,109539776003058530,blue,109800832177252614
110310652412584926,1,completed,109539873500788632,red,105553606349477427
110310652412584928,1,completed,109539873500788632,red,105521412995449549
110310652412584930,1,completed,105521408363571548,red,109539873500788632
110310652412584932,1,completed,109539873500788632,blue,107416342401528388
110310652412584934,1,completed,109539873500788632,blue,107599485973747723
110310652412584936,1,completed,109539873500788632,blue,105521419784127190
110310652412584938,1,completed,109539873500788632,blue,104710682193583854
110310652412584940,1,completed,109539873500788632,red,109800832177252614
110310652412584942,1,completed,105521412995449549,red,105553606349477427
110310652412584944,1,completed,105553606349477427,blue,105521408363571548
110310652412584946,1,completed,105553606349477427,red,107416342401528388
110310652412584948,1,completed,107599485973747723,red,105553606349477427
110310652412650486,1,completed,105553606349477427,blue,105521419784127190
110310652412650488,1,completed,105553606349477427,blue,104710682193583854
110310652412650490,1,completed,109800832177252614,red,105553606349477427
110310652412650492,1,completed,105521412995449549,red,105521408363571548
110310652412650494,1,completed,105521412995449549,blue,107416342401528388
110310652412650496,1,completed,105521412995449549,blue,107599485973747723
110310652412650498,1,completed,105521419784127190,red,105521412995449549
110310652412650500,1,completed,105521412995449549,red,104710682193583854
110310652412650502,1,completed,105521412995449549,red,109800832177252614
110310652412650504,1,completed,107416342401528388,blue,105521408363571548
110310652412650506,1,completed,107599485973747723,red,105521408363571548
110310652412650508,1,completed,105521419784127190,red,105521408363571548
110310652412650510,1,completed,105521408363571548,blue,104710682193583854
110310652412650512,1,completed,105521408363571548,red,109800832177252614
110310652412650514,1,completed,107599485973747723,red,107416342401528388
110310652412650516,1,completed,107416342401528388,blue,105521419784127190
110310652412650518,1,completed,107416342401528388,blue,104710682193583854
110310652412650520,1,completed,109800832177252614,blue,107416342401528388
110310652412650522,1,completed,107599485973747723,red,105521419784127190
110310652412650524,1,completed,107599485973747723,red,104710682193583854
110310652412650526,1,completed,109800832177252614,blue,107599485973747723
110310652412650528,1,completed,105521419784127190,red,104710682193583854
110310652412650530,1,completed,105521419784127190,red,109800832177252614
110310652412650532,1,completed,104710682193583854,red,109800832177252614
110310652412650534,1,completed,109539776003058530,blue,109539873500788632
110310652412650536,1,completed,105553606349477427,blue,109539776003058530
110310652412650538,1,completed,109539776003058530,blue,105521412995449549
110310652412650540,1,completed,105521408363571548,red,109539776003058530
110310652412716078,1,completed,109539776003058530,red,107416342401528388
110310652412716080,1,completed,107599485973747723,red,109539776003058530
110310652412716082,1,completed,105521419784127190,red,109539776003058530
110310652412716084,1,completed,109539776003058530,blue,104710682193583854
110310652412716086,1,completed,109800832177252614,blue,109539776003058530
110310652412716088,1,completed,105553606349477427,blue,109539873500788632
110310652412716090,1,completed,109539873500788632,blue,105521412995449549
110310652412716092,1,completed,109539873500788632,red,105521408363571548
110310652412716094,1,completed,109539873500788632,red,107416342401528388
110310652412716096,1,completed,107599485973747723,blue,109539873500788632
110310652412716098,1,completed,109539873500788632,blue,105521419784127190
110310652412716100,1,completed,109539873500788632,red,104710682193583854
110310652412716102,1,completed,109539873500788632,blue,109800832177252614
110310652412716104,1,completed,105553606349477427,blue,105521412995449549
110310652412716106,1,completed,105553606349477427,blue,105521408363571548
110310652412716108,1,completed,105553606349477427,blue,107416342401528388
110310652412716110,1,completed,105553606349477427,blue,107599485973747723
110310652412716112,1,completed,105521419784127190,red,105553606349477427
110310652412716114,1,completed,105553606349477427,blue,104710682193583854
110310652412716116,1,completed,105553606349477427,blue,109800832177252614
110310652412716118,1,completed,105521412995449549,blue,105521408363571548
110310652412716120,1,completed,105521412995449549,blue,107416342401528388
110310652412716122,1,completed,105521412995449549,red,107599485973747723
110310652412716124,1,completed,105521419784127190,red,105521412995449549
110310652412716126,1,completed,105521412995449549,red,104710682193583854
110310652412716128,1,completed,109800832177252614,blue,105521412995449549
110310652412716130,1,completed,105521408363571548,blue,107416342401528388
110310652412716132,1,completed,105521408363571548,blue,107599485973747723
110310652412716134,1,completed,105521419784127190,red,105521408363571548
110310652412716136,1,completed,104710682193583854,blue,105521408363571548
110310652412716138,1,completed,109800832177252614,blue,105521408363571548
110310652412781676,1,completed,107416342401528388,blue,107599485973747723
110310652412781678,1,completed,105521419784127190,red,107416342401528388
110310652412781680,1,completed,104710682193583854,blue,107416342401528388
110310652412781682,1,completed,109800832177252614,red,107416342401528388
110310652412781684,1,completed,105521419784127190,blue,107599485973747723
110310652412781686,1,completed,104710682193583854,red,107599485973747723
110310652412781688,1,completed,107599485973747723,red,109800832177252614
110310652412781690,1,completed,105521419784127190,red,104710682193583854
110310652412781692,1,completed,105521419784127190,red,109800832177252614
110310652412781694,1,completed,104710682193583854,red,109800832177252614
110310652412781696,1,completed,105553606349477427,red,109800832177252614
110310652412781697,2,completed,109800832177252614,red,105553606349477427
110310652412781698,3,completed,105553606349477427,red,109800832177252614
110310652412781699,4,completed,109800832177252614,red,105553606349477427
110310652412781700,5,completed,105553606349477427,red,109800832177252614
110310652412781702,1,completed,105521408363571548,blue,107416342401528388
110310652412781703,2,completed,105521408363571548,red,107416342401528388
110310652412781704,3,completed,107416342401528388,blue,105521408363571548
110310652412781705,4,completed,107416342401528388,blue,105521408363571548
110310652412781708,1,completed,109539776003058530,blue,104710682193583854
110310652412781709,2,completed,104710682193583854,red,109539776003058530
110310652412781710,3,completed,109539776003058530,blue,104710682193583854
110310652412781714,1,completed,109539776003058530,blue,107416342401528388
110310652412781715,2,completed,109539776003058530,red,107416342401528388
110310652412781716,3,completed,107416342401528388,red,109539776003058530
110310652412781717,4,completed,109539776003058530,blue,107416342401528388
110310652412781720,1,completed,109539776003058530,blue,105553606349477427
110310652412781721,2,completed,109539776003058530,red,105553606349477427
110310652412781722,3,completed,109539776003058530,blue,105553606349477427
110310652412781723,4,completed,109539776003058530,blue,105553606349477427
110310652412781726,1,completed,109539776003058530,red,109800832177252614
110310652412781727,2,completed,109800832177252614,blue,109539776003058530
110310652412781728,3,completed,109800832177252614,blue,109539776003058530
110825936252368512,1,completed,98767991882270868,red,99566404850008779
110825936252892801,2,completed,99566404850008779,red,98767991882270868
110825936252892802,3,completed,98767991882270868,red,99566404850008779
110825936252892803,4,completed,99566404850008779,blue,98767991882270868
110825936252892806,1,completed,99566404854685458,blue,99566404853058754
110825936252892807,2,completed,99566404853058754,blue,99566404854685458
110825936252892808,3,completed,99566404854685458,blue,99566404853058754
110825936252892809,4,completed,99566404853058754,blue,99566404854685458
110825936252892810,5,completed,99566404854685458,red,99566404853058754
110825936252892812,1,completed,98767991882270868,red,99566404853058754
110825936252892813,2,completed,98767991882270868,blue,99566404853058754
110825936252892814,3,completed,99566404853058754,blue,98767991882270868
110825936252892815,4,completed,98767991882270868,red,99566404853058754
110429898578758425,1,completed,105536643047197642,blue,99566406064558732
110429898578758427,1,completed,109669678317817381,blue,99566406064558732
110429898578758429,1,completed,99566406064558732,blue,103495716886587312
110429898578758431,1,completed,99566406064558732,blue,99566406066182955
110429898578758433,1,completed,102235771678061291,blue,99566406064558732
110429898578758435,1,completed,99566406064558732,red,110492173877838150
110429898578758437,1,completed,99566406065437842,red,99566406064558732
110429898578758439,1,completed,109669678317817381,red,105536643047197642
110429898578758441,1,completed,103495716886587312,red,105536643047197642
110429898578758443,1,completed,105536643047197642,blue,99566406066182955
110429898578758445,1,completed,105536643047197642,red,102235771678061291
110429898578758447,1,completed,110492173877838150,blue,105536643047197642
110429898578758449,1,completed,99566406065437842,red,105536643047197642
110429898578758451,1,completed,109669678317817381,red,103495716886587312
110429898578758453,1,completed,99566406066182955,blue,109669678317817381
110429898578758455,1,completed,102235771678061291,blue,109669678317817381
110429898578758457,1,completed,110492173877838150,red,109669678317817381
110429898578758459,1,completed,109669678317817381,blue,99566406065437842
110429898578823997,1,completed,99566406066182955,red,103495716886587312
110429898578823999,1,completed,102235771678061291,blue,103495716886587312
110429898578824001,1,completed,110492173877838150,red,103495716886587312
110429898578824003,1,completed,99566406065437842,red,103495716886587312
110429898578824005,1,completed,99566406066182955,red,102235771678061291
110429898578824007,1,completed,110492173877838150,red,99566406066182955
110429898578824009,1,completed,99566406065437842,red,99566406066182955
110429898578824011,1,completed,110492173877838150,red,102235771678061291
110429898578824013,1,completed,102235771678061291,blue,99566406065437842
110429898578824015,1,completed,99566406065437842,blue,110492173877838150
110429898578824017,1,completed,99566406064558732,red,105536643047197642
110429898578824019,1,completed,99566406064558732,red,109669678317817381
110429898578824021,1,completed,99566406064558732,blue,103495716886587312
110429898578824023,1,completed,99566406066182955,red,99566406064558732
110429898578824025,1,completed,99566406064558732,blue,102235771678061291
110429898578824027,1,completed,110492173877838150,blue,99566406064558732
110429898578824029,1,completed,99566406064558732,red,99566406065437842
110429898578824031,1,completed,109669678317817381,blue,105536643047197642
110429898578824033,1,completed,103495716886587312,red,105536643047197642
110429898578824035,1,completed,105536643047197642,blue,99566406066182955
110429898578824037,1,completed,102235771678061291,blue,105536643047197642
110429898578824039,1,completed,105536643047197642,blue,110492173877838150
