team_id,name,acronym,slug,player_id,handle,first_name,last_name
109539776003058530,Alior Bank Team,AB,alior-bank-team,109704758065825536,Matixx,MATEUSZ,DWORAKOWSKI
107582181197106556,Skull Cracker Clan,SKC,skull-cracker-clan,109698311481910493,Whoshills,Aron Axel,Espinoza vivas
109696092218588987,Nigma Galaxy,NGX,nigma-galaxy,109696576870241602,Rust,Khalifa,AIDhaheri
110534700622694005,Aporia,APR,aporia,110535883175254401,Reppy,Ethan,Fu
109981650516317055,Mirage Alliance,MIR,mirage-alliance,98926509797315114,Dardoch,Joshua,Hartnett
109480056092207899,FLUXO,FX,fluxo,109518621083964549,Kojima,Caio,Kojima
98767991935149427,Movistar R7,R7,rainbow7,98767975971974446,Oddie,Sebastian,Niño
99566404850008779,Suzhou LNG Esports,LNG,lng-esports,98767975951139628,Scout,Yechan,Lee
102141671183409133,Maryville University,MU,maryville-university,99566406280099065,Getback,Jarod,Tucker
98767991954244555,GAM Esports,GAM,gam-esports,98767975954252935,Palette,Hai Trung,Nguyen
109981655738221109,Team Plink,CAT,team-plink,109981725878074888,YNO,Nitin,Obla
109783160511364305,CB Gaming,CB,cb-gaming,109783446679596519,PhenomEX,Zach,Torres
109669678317817381,FUT ESPORTS,FUT,fut-team,99566404562781815,Tempt,Myunggu,Kang
105521412995449549,Team ESCA Gaming,ESCA,team-esca-gaming,98767975927967854,WaenA,Berşan,Aydın
106827848618374543,BC Academy,BC,bc-academy,110541319032037422,Yosida,Kentaro,Tanaka
109698855806033734,Universitario Esports,UE,universitario-esports,109698826517682555,Galeon,Italo Samuel,Sanhueza Ruiz
99294153828264740,100 Thieves,100,100-thieves,99603798169593745,Closer,Can,Çelik
100205576309502431,FURIA,FUR,furia,109518712216515937,Gru,Pedro,Nunes
109637393694097670,Team Heretics,TH,team-heretics-lec,99124844325223302,Jankos,Marcin,Jankowski
109981678167856017,Miracle,MRC,miracle,109783264496655880,Good Boi,Emmanuel,Rouleau-Grosset
109783130654973406,Godel Gamers,GODL,godel-gamers,109783205685129720,Last last,Benjamin,Acheampong
110534732558665825,Komodo,KMD,komodo,110734303321604771,Kenji,Kenji,Kaneko
99566404854685458,TOP ESPORTS,TES,top-esports,99566404823220763,JackeyLove,Wen Bo,Yu
107467834753797729,Bisons,BSO,bisons-eclub,110350224593953686,Myrwn,Álex ,Villarejo Pastor
109699038581250169,Red Eyes Esports,RDY,red-eyes-esports,109716401661864756,Cassius,Alvaro Marcelo,Caballero Valqui
99566406064558732,Papara SuperMassive ,SUP,papara-supermassive-blaze,99566404827686445,Chieftain,Jaeyeop,Lee
108319669531442279,Aguilas Doradas,AD,aguilas-doradas,109716197414676968,Ayakoso,Isaac,Guerrero García
110534741480867943,Teamless Revenge,TRV,teamless-revenge,110734472375714756,Genesis,Angel,Lu
109696073114910519,Anubis Gaming,ANB,anubis-gaming,99566405676244251,Elramir,Taha,Yurdagüven
105503848339138647,PENTA 1860,PTA,penta-1860,99566406303181174,Sleeping,Christian ,Tiensuu
107574959289974368,Odivelas Sports Club,OSC,odivelas-sports-club,110461571806604011,FisheR ,Moritz,Fischer
99566404579461230,kt Rolster,KT,kt-rolster,98767975949926165,Bdd, Bo seong,Gwak
98767991853197861,T1,T1,t1,110344206284416878,Nice,Chanhyeok,Lee
110733877357854829,Gentle Hearts Gaming,GHG,gentle-hearts-gaming,109783456115883308,Sandwitch,Adrian,Chang
99124844358677975,LEC All-Stars,LEC,eu-lcs-allstars,99566406037526956,Elwind,Kaan,Atıcı
109981650516317055,Mirage Alliance,MIR,mirage-alliance,110536248987966005,Chad,Maximilian,Lisitsa
109539675734129088,Northern Lions Esports,NLE,northern-lions-esports,110467097878412456,Niton,Piotr ,Samołyk
110733881542862348,Cold Hearted,COLD,cold-hearted,109783210283900405,Davemon,David,Steinmeyer
109699038581250169,Red Eyes Esports,RDY,red-eyes-esports,109716391767969207,LilCarry,Nicolás,Peña Junco
99124844355850858,LCS All-Stars,LCSS,lcs-all-stars,98926509752357099,Meteos XXD,William,Hartman
107603596915629288,Spirituals,STS,spirituals,109675267658406129,Code,Dilan Josue,Andrade Salinas
110534749775658790,The Cheese Chasers,NPC,the-cheese-chasers,109782696487865048,Scoooped,Kosta,Lazaris
100205573496804586,Hanwha Life Esports,HLE,hanwha-life-esports,99871276340698623,Viper,Dohyeon,Park
110383487456480967,Vertex ESC,VTX,vertex-esc,110462937178590834,Woodon,Kim,Doowon
102747101562758215,SeolHaeOne Prince,SP,apk-prince,98926509802919361,Mickey,Youngmin,Son
108319669531442279,Aguilas Doradas,AD,aguilas-doradas,109716187825179953,Wiz1,Jhoan Sebastian,Diaz Balta
109782867012820172,Horizon Gaming,HZG,horizon-gaming,109782803044859257,Nidhogg,Erick,Yoo
109675484017801229,Team Bliss,TB,team-bliss,109675673940491206,Daystar,Ji-Myeong,Yoo
101383792559569368,All Knights,AK,all-knights,99921042944629053,Horus,Facundo,Utrero
107700204561086446,Deep Cross Gaming,DCG,deep-cross-gaming,99566406443271739,Hana,Chih-Hao,Chen
98926509885559666,Team Liquid Honda,TL,team-liquid,98767991789638893,CoreJJ,Yongin,Jo
105594163014588871,Boavista F.C,BFC,boavista-fc,110461597633971452,PikaSensei,Gonçalo,Moisés
107580483738977500,Winthrop University,WU,winthrop-university,109783328469560319,Conveying,Zachary,Papanicolas
110733864366329081,Team E Turner,TET,team-e-turner,110734451577606245,walnut,Walton,Chung
99566405124618295,Team Liquid Honda Challengers,TL,tl-academy,98926509788722983,Arrow,Dong Hyeon,Noh
98926509892121852,FlyQuest,FLY,flyquest,99101098220080545,Spica,Ming,Lu
105505619546859895,OKSavingsBank BRION,BRO,fredit-brion,99566404535234175,Effort,Sangho,Lee
99566408221961358,RED Kalunga,RED,red-kalunga,99566407784212776,Envy,Bruno,Farias
100205576309502431,FURIA,FUR,furia,110434225307697321,xyno,Carlos ,Ferreira
105536738266035235,Cyberground Gaming,CGG,cyberground-gaming,99124844346233375,Zergsting,Onur,Ünalan
107700204561086446,Deep Cross Gaming,DCG,deep-cross-gaming,109642948838393879,Orca,GUO,CHENG-HAN
101383793572656373,EXCEL,XL,excel,99322214598412197,Odoamne,Andrei,Pascu
103461966971048042,Evil Geniuses Challengers,EG,eg-academy,98767991804151434,Smoothie,Andy,Ta
108319669531442279,Aguilas Doradas,AD,aguilas-doradas,109716201202592254,Moroxito,Giorgio Gabriel,Morocho Holguin 
105536773074826367,GGEsports,GGE,ggesports,109705443073925123,Forsaken1,Cheng,Yiji
109698030312834058,Genbu Gaming,GNGG,genbu-gaming,109698194586337535,Maceta,Steven Andrés,Urriola Valenzuela
107598712583969458,EBRO,EBG,ebro-gaming,109676267198888165,notdefused,Juan Agustin,Martinez
107423083507599175,Vanir,VNR,vanir,110428208918606747,Liam Cole,Rasmus,Dinsen
109697689430777005,Ankora Gaming,ANK,ankora-gaming,109697724026667961,Funja,Filip,Tančik
105503848339138647,PENTA 1860,PTA,penta-1860,99566405666840029,Tolerant,Barış,Çepnioğlu
105559480124455983,SK Gaming Prime,SKP,sk-gaming-prime,99294153745917471,FEBIVEN,Fabian,Diepstraten
102747101565183056,NongShim REDFORCE,NS,nongshim-redforce,110219103969081067,Quad,Suhyeong,Song
104202382255290736,RENSGA,RNS,rensga,99566407785675753,Erasus,Leonardo,Faria
109783170393931575,Conviction,CNV,conviction,109981735598201037,Shimmer,Kaan,Tomak
109699042809864069,Vipers,VIPS,vipers,109716548054084425,Uparela,Juan Sebastian,Gomez  Uparela
106371141659311452,Valiance PRO GAME,VPG,valiance-pro-game,109697774254218451,Komandata,Kristiyan,Kanchev
109675490370327425,Ground Zero,GZ,ground-zero,109675553761951853,mfis,An Quoc (John),Phan
99566408562477641,INFINITY,INF,infinity,110451311575097696,ZOEN,Enzo,Ganino
109695924147263860,Triple Esports,TE,triple-esports,110490052459494596,Insane1,Taieb,kraiem
107581296208168309,Tomorrow Esports,TMR,tomorrow-esports,110383783203108822,Crecre,Gabriel,Grimaldi Moreau
108121051709036068,Polar Squad,PLS,polar-squad,109675271282589715,Hangyaku,Santiago,Duran Fosneca
102787200124959636,Crvena Zvezda Esports,CZV,crvena-zvezda-esports,110468449070215888,Cripple,Viktor,Milanović
109696073114910519,Anubis Gaming,ANB,anubis-gaming,109696321402233574,san1,Eslam,Ashraf
107635420167535818,SEM9,S9,sem9,107636563300811412,Axin,Teng Hsin,Huang
107456994699991548,Atleta Esport,ATE,atleta-esport,100431900444246484,Kikis,Mateusz,Szkudlarek
107598878262940546,Malvinas Rise,MVG,malvinas-gaming,110383315699269047,zKs,Cesar Augusto,Berteli de Franca
98926509885559666,Team Liquid Honda,TL,team-liquid,99566404538979273,Summit,Wootae,Park
106806773698472633,Team Aze,AZE,team-aze,99566408307919824,Acce,Emmanuel,Juárez
98926509892121852,FlyQuest,FLY,flyquest,99101098208825497,Vulcan,Philippe,Laflamme
109697683685398040,MAGAZA,MGZ,magaza,109697645011854318,Matterhorn,Nikolay,Piralkov
108121051709036068,Polar Squad,PLS,polar-squad,107599452576308720,Darkin,Santiago,Rendón Romero
101383792559569368,All Knights,AK,all-knights,104843448196838874,Gastruks,Gaston,Nuñez
100205576309502431,FURIA,FUR,furia,103478281329357326,Tutsz,Arthur,Machado
109697689430777005,Ankora Gaming,ANK,ankora-gaming,109697641061679165,mdb,Yakovliev,Andrii
99294153824386385,Golden Guardians,GG,golden-guardians,98926509793730393,huhi,Jae Hyun,Choi
109981647134921596,CCG Esports,CCG,ccg-esports,107828193298642891,Lunar,Vincent,Lin
110534714934488523,CB Gaming,CBG,cb-gaming,107577682502926966,Kolthro,Devin,Drzewucki
107467827374313054,Finetwork KOI,FNK,finetwork-koi,105553696718837337,Jopa,Josip,Čančar
104212474149188693,Altokekw Españita,OLE,lvp,104234288198334993,xPeke,Enrique,Cedeño Martínez
105520824521753126,PSV Esports,PSV,psv-esports,101585276941002708,Flaxxish,Olof,Medin
98767991930907107,Immortals Progressive,IMT,immortals-progressive,99322416308717948,Joey,Joseph,Haslemann
109672618694070633,Aethernum Esports,AET,aethernum-esports,109675008268163201,Rodri,Julian,Rodríguez
105593213115128994,Dark Tigers,DTG,dark-tigers,108603076371252535,Galers,Andrey,Galesa
108361552741927561,Cincinnati Fear,FEAR,cincinnati-fear,108359200112555660,Rocks908,Chetwynd,Brian
107599156601411192,Movistar Optix,MOX,movistar-optix,107598801843966655,Kryzpo,Matias Daniel,Cifuentes Castillo
104367068120825486,PSG Talon,PSG,psg-talon,106470320886575308,Husha,TZU WEI,HUANG
104841890701948065,Estral Esports,EST,estral-esports,105516185566739968,Zothve,Cristóbal,Arróspide
109642680932009857,Nord Esports,NORD,nord-esports,110428377116620637,Seneca,Simon,Bucht
107599485973747723,Grypciocraft Esports,GRP,grypciocraft-esports,107599450838783910,Grypcio,Chwaleba,Marcin
110534714934488523,CB Gaming,CBG,cb-gaming,107577677304317723,Saico,Brandon,Wolfgang
101428372602011186,V3 Esports,V3,v3-esports,105576910026266044,HRK,Hiroki,Iida
106371141659311452,Valiance PRO GAME,VPG,valiance-pro-game,102808862467691683,DoubleAiM,Aleksa ,Stankovic
98767991846127102,ahq eSports Club,AHQ,ahq-esports-club,98767991795284971,Ziv,Yi,Chen
100285330169036485,Unsold Stuff Gaming,USG,unsold-stuff-gaming,98767975911435212,Tussle ARCH,Moonyong,Lee
108573042084687884,TEAM WHALES,TW,team-whales,107251574398720447,Bie,Hieu,Tran Duc 
107582618156093368,Incubus,INC,incubus,109698682290438625,LetoneY,Fabricio Martin Eloy,Guzman Herrera
107581689894520368,Bandits Gaming,BAN,bandits,99566408543872119,Baula,Alejandro ,Serrano
109696073114910519,Anubis Gaming,ANB,anubis-gaming,109696558820644154,Fev3r,khaled,El Noshokaty
109631541326560210,Reven Esports,RVN,reven-esports,109631369842113369,FourLink,Hernández Chilpa,Alan
105521419784127190,Komil&Friends,KNF,komilfriends,109540085648527179,Catra,Jakub,Rożek
99294153824386385,Golden Guardians,GG,golden-guardians,106857889055026954,Array,Jackson,Moldenhauer
105536918475957734,Macko Esports,MCK,macko-esports,105515294798291232,ACD,Markus,Käpp
106972778172351142,NRG,NRG,nrg-esports,98767975969375854,Contractz,Juan,Garcia
108159890692353756,St. Clair College,SCC,st-clair-college,109981754757616615,BakeryBoy,Eric,Pitzel
104202382255290736,RENSGA,RNS,rensga,99566408212267672,Vitin,Victor,Ruiz
107655539755387391,Varona Esports,VAE,varona-esports,107633884701260574,Crunchy,Danny,Vlug
107599089191671351,Santiago Wanderers,SW,santiago-wanderers,109676532808604444,Elijah ,Lucas Julian,Quintanilla
107258254469504696,Team Flash,TF,team-flash,107251646222113259,Jane,Khanh,Nguyen Hoang
106857734387052095,AOE Gold,AOE,aoe-esports,106857776709859490,Gamsu,Yeong-jin,Noh
98767991853197861,T1,T1,t1,105320680474347057,Zeus,Wooje,Choi
109698855806033734,Universitario Esports,UE,universitario-esports,107582733981405150,Abaddon,Cristian Antony,Almanza Yurivilca
99566404581868574,Kwangdong Freecs,KDF,kwangdong-freecs,105548653898118261,Andil,Gwan-bin,Mun
99566406069969565,Info Yatırım Aurora,AUR,info-yatrm-aurora,104360097296530591,Kunduz,Yiğit,Öztürk
101428372603715124,Crest Gaming Act,CGA,crest-gaming-act,103535282088432240,Honey,Bohun,Park
99322214695067838,Team Vitality,VIT,team-vitality,101389749296185236,Selfmade,Oskar,Boderek
107582184905264520,Waia Snikt,WS,waia-snikt,110383794089316095,SlayerSupre,Angel Santiago,Saens Aguilar
107599144012469862,Maze Gaming,MAZ,maze-gaming,107598802239642412,Gabum,Francisco Javier,Pereira Suazo
99566404579461230,kt Rolster,KT,kt-rolster,107492121209956865,PerfecT,Seungmin,Lee
101428372602011186,V3 Esports,V3,v3-esports,105785814323282335,Washidai,Daito,Suzuki
107565477822627354,Verdant,VER,verdant,104738075494511822,Guubi,Frederik,Mortensen
103535282140533402,Beşiktaş Akademi,BJK,besiktas-akademi,101471983581051272,Robin,Emray,Kurt
108361570687544399,Jake's Kittens,JK,jakes-kittens,108369184894611661,Airawn,Hubhachen,Aaron
107655539755387391,Varona Esports,VAE,varona-esports,107655230381820169,Shoyo,Bruno,Monteiro
109981678167856017,Miracle,MRC,miracle,107584094360523983,Rapid,Donnie,Stauffer
100725845018863243,Dplus Kia,DK,dwg-kia,106267599829820917,Lucid,Yonghyeok,Choi
98767991866488695,Fnatic,FNC,fnatic,105501717406803640,Noah,Hyuntaek,O
107603596915629288,Spirituals,STS,spirituals,109675299768842174,Nops,Victor Daniel,Felix Leon
108319257932089006,Osaka,OSK,osaka,107599454222735298,Fiant,José Oscar,Alvarez Bocanegra
107582591908138922,Cienciano,CCC,cienciano,107582836635585368,TsunTsun,Dylan,Pecho Gonzales
109631610813971977,Mezexis Esports,MZS,mezexis-esports,107582819776580414,Gonti,Stephano,Zurita Chavez
107580483738977500,Winthrop University,WU,winthrop-university,107577678283425574,Trixter,William,Benoit
107467794614674479,FnaticTQ,FNTQ,fnatictq,107570775396222469,Reptile,Jona,Fritz
108517492697602721,Dewish Team,DWT,dewish-team,107705432370779918,xiaotu,Jun-Yao,Le
109642690191894407,Ruddy Esports,RUD,ruddy-esports,108448764005777741,Zapdo,Kuhl			,Daniel	
109698026697016325,Barcelona BG,BBG,barcelona-bg,107582254745603570,Ayeye,Daniel Adrian,Ludeña Aviles
109637393694097670,Team Heretics,TH,team-heretics-lec,104711186576765525,Mersa,Mertai,Sari
101978171843206569,Vega Squadron,VEG,vega-squadron,107688947258462026,ts Canya,Alexander,Sinyakov
106857734387052095,AOE Gold,AOE,aoe-esports,106461746289327750,Will,William,Cummins
100205576309502431,FURIA,FUR,furia,105397190018458463,Goot,Gabriel,da Luz
110733877357854829,Gentle Hearts Gaming,GHG,gentle-hearts-gaming,107584075533635103,Cinna,Ben,Chang
105520796734358045,Team 7AM,7AM,team-7am,103935344200338383,Julbu,Jeppe ,Reinicke
108018637503819612,PRO42 Esports,P42,pro42-esports,107837864353409038,Cott,Sebastian,Pinzon Torres
105397404796640412,LOUD,LLL,loud,102135522496703527,Vahvel,Victor,Vieira
107582157086477662,Descuydado Aucas Esports,DSC,descuydado-esports,107581382670992832,Mun,Alejandro,Pineda
108565997404381643,Tempest Gaming,TPG,tempest-gaming,107577683962447767,Bellow,Cameron,Mason
106269859169658575,Impunity Esports,IMP,impunity-esports,106470366839758782,Blaze,Jia Xiang,Teo
108404211655217274,Partizan Esports,PAR,partizan-esports,106306504228282146,Yakkey,Darius ,Bistrian
107456355516438414,Eintracht Frankfurt,SGE,eintracht-frankfurt,105503549581877004,DizL,Timothy Lukas,Warscher
107582157086477662,Descuydado Aucas Esports,DSC,descuydado-esports,99566405772696700,LiquidDiego,Diego ,Padilla
105537226118106446,Axolotl Esports,AXL,axolotl,110442983692989370,Nach0,Öztopaç,Okan
107582609836036013,Diamond Doves,DD,diamond-doves,109698626872204991,Kalium,Fernando Nicolás,Rosales Urrutia
109698757443650056,Mad Kings,MKE,mad-kings,107582812432419390,Alex Mercer,Giomar Alfredo,Ojeda Molina
99566408561605102,XTEN Esports,XTN,xten-esports,107581945933024326,Zlekt,Tomás,Flaker Garcés
103877675241047720,LDLC OL,LDLC,ldlc-ol,107444848898952246,White,Aslan,Panglose
110383487456480967,Vertex ESC,VTX,vertex-esc,106350736734730852,Goodo,Minjae,Jeong
107423075317119707,X7,X7,x7,106302001693027571,MC,Mohammed,Chinoune
99322214689444546,Schalke 04 Esports,S04,schalke-04,105526918009696279,Seal,Fabian,de Lint
105532840001188717,S2V Esports,S2V,s2v-esports,101389631542115715,Prosfair,Tom,Willis
107603586980602718,NOCTA,NOC,nocta,107599453455832529,Stibi,Stibenson De Jesús,Castillo Gutiérrez
109698757443650056,Mad Kings,MKE,mad-kings,107583615695113271,Siicked,Juan Cruz,Berga
109631610813971977,Mezexis Esports,MZS,mezexis-esports,107582298236766491,Guachi,Caonabo Fernando Gregorio,Javier Hasbun
105554088239949229,x25 Esports,X25,x25-esports,106371059851574541,Matebuff,Máté,Biró
102787200136756173,Berlin International Gaming,BIG,berlin-international-gaming,105530924527575757,HARPOON,Franek,Gryszkiewicz
105536738266035235,Cyberground Gaming,CGG,cyberground-gaming,107614555394665473,MxDragon,Yaroslav,Svystun
108121051709036068,Polar Squad,PLS,polar-squad,107599451749930934,Melkior,Anderson,Montaño cueto
110534732558665825,Komodo,KMD,komodo,107577682684527120,Airren,Aaron,Li
99566406066182955,GALAKTICOS,GAL,galakticos,107492188426262204,Gamin,Minjun,Ga
99124844353216570,LCK All-Stars,LCK,lck-allstars,100205574000698543,MaRin,Gyeonghwan,Jang
109671413728531527,Pentagon Rejects,PTR,pentagon-rejects,107633881734248402,QKI,Konrad,Kukiełka
102787200129022886,eSuba,ESB,esuba,103877658144870101,TynX,Kristian,Østergaard Hansen
100205576949530558,Bursaspor Esports,BURA,bursaspor-esports,100312143593848389,Taikki,Arttu,Sirkka
107581761958954646,Vandals Esports,VAN,vandals-esports,109675102379971264,Gato,Sergio Steven,Bautista Grajales
104202382255290736,RENSGA,RNS,rensga,108395452885595731,Zecas,César ,Berteli
105521674055625312,Gamespace Mediterranean College Esports,GSMC,gamespace-mediterranean-college-esports,106301986540034560,Kakan,Elias,Edlund
107564135791716115,Guasones,GSNS,guasones,105785839397159357,DuaLL,Ángel,Fernández
98767991949608898,Fenerbahçe Espor,FB,fenerbahce-espor,105548542489453020,361efe,Efehan,Ordulu
107581209070519555,Atomic Esports,MC2,atomic-esports,108293872810107175,Luu,Javier,Ventura Diaz
107128093558481418,ZennIT,ZNT,zennit-gaming,106306489510338323,PTS,Mehdi ,Karouay
107598651997213225,9z Gaming,9Z,9z-gaming,108288656257798702,LTZeta,Leonel David,Dadamia
99566404585387054,DRX,DRX,drx,108284721867904137,Career,HyungSuk,Oh
98767991921462763,Dire Wolves,DW,dire-wolves,107657793079479518,Vxpir,Rhett,Wiggins
107581284487120142,Six Karma,6K,six-karma,107582134651766734,Hika,Hika,Reid
109674814051390025,Primate,PMT,primate,106858106286274950,Bardito,Santiago,Martin
103535282148790975,GALAKTICOS Akademi,GAL,galakticos-akademi,108721377259532166,Rame,Arda,Arıkan
98767991877340524,Cloud9,C9,cloud9,103524169393525450,EMENES,Minsu,Jang
109631541326560210,Reven Esports,RVN,reven-esports,108293890301687316,Sight,Diego Emilio,Vela Serrano
98767991954244555,GAM Esports,GAM,gam-esports,108242852190151592,playcool,Chu,Bui Van
99566404579461230,kt Rolster,KT,kt-rolster,107492119089043087,Way,Gil,Han
99566406490127625,J Team,JT,taipei-j-team,104573247991198730,Driver,Zong-Hua,Shen
105505619546859895,OKSavingsBank BRION,BRO,fredit-brion,109625890321208220,Ivory ,Jung,Yechan
99566408217116828,INTZ,ITZ,intz,108443041194004491,Zzk,Won,Kwen Hee 
109692074894483834,West Point Esports,WP,sem9-wpe,107715200621484403,665,YI-HAN,WU
107456352597333899,NNO Prime,NNO,noneedorga,103889926445533397,Lamabear,Leon,Krüger
109800832177252614,Orbit Anonymo,OAE,szaty-bobra,103495716759395169,Neramin,Hasan,Samarsın
107110686951738484,Esports Empire,EE,esports-empire,108617184757425418,Creon2,Riccardo,Santarelli
99566408358330419,Isurus,ISG,isurus,101388913288334773,Seize,Chanhee,Kim
100205576309502431,FURIA,FUR,furia,109518714719221538,yazi,Bruno,Pascoal
104710682193583854,Topo Centras Iron Wolves,WOLF,topo-centras-iron-wolves,107583006037594408,M0NK,Joosep,Kivilaan
102141671183409133,Maryville University,MU,maryville-university,105504931356139592,Niles,Aiden,Tidwell
109480204628225868,Los Grandes,LOS,los-grandes,107559111166843860,Boal,Felipe,Boal
107565477822627354,Verdant,VER,verdant,106301608059588739,Curl,Carl,Gydenkærne
107575082591536093,Entropiq,EIQ,entropiq,102787200106595079,denyk,Petr,Haramach
101978171843206569,Vega Squadron,VEG,vega-squadron,107688944570765126,Ques,Roman,Generalov
109672446077514083,The Kings Moon,TKM,the-kings-moon,107582370065402134,Mtnops,Victor Daniel,Felix Leon
107693836459380354,SAMPI,SMP,sampi,106382523448750526,Zubac,Tomáš,Kyselák
104710354840711661,Riddle Esports,RDL,riddle,105537229187376795,kibah,Batuhan,Kibar
103495716836203404,5 Ronin,5R,5-ronin,103478281360880158,Wind,Myeongjin,Oh
106827844148688268,SG Academy,SG,sg-academy,108611759931551270,fonix,Yuta,Takasawa
107564167676290839,Rebels,RBLS,rebels-gaming,106589406313640231,Dajor,Oliver,Ryppa
99566408562477641,INFINITY,INF,infinity,105506922297942200,ACKERMAN,Gabriel,Aparicio
106371141659311452,Valiance PRO GAME,VPG,valiance-pro-game,107616273108137371,Sekkou,Gergő,Réfi
105521408363571548,Illuminar Gaming,IHG,illuminar-gaming,107156512664982378,Mrozku,Adrian,Skonieczny
99566404852189289,Beijing JDG Intel Esports Club,JDG,jd-gaming,100205573984889078,MISSING,Yunfeng ,Lou
107582638341246907,Instinct Gaming,INS,instinct-gaming,107582798999408664,iOC,Angello Uber,Garcia Garay
107597875833524424,Diamant Esports,DIA,diamant-esports,107564680186947809,Eyhro,Emmanuel,N Goma Diunga
105537226118106446,Axolotl Esports,AXL,axolotl,105536898631513289,Enryy,Enrico,Zunren Jiang
109631541326560210,Reven Esports,RVN,reven-esports,109631370429011346,Toayin,Morfin Ruiz,Victor Manuel
107597870621708485,Cyber Wolves Esports,CWE,cyber-wolves-esports,105521508319865335,Vaynedeta,Stavros,Giannoulakis
