player_id,handle,first_name,last_name,home_team_id,team_id,name,acronym,slug
99566404529717520,Mata,Sehyoung,Cho,9.912484435321658e+16,9.912484435321658e+16,LCK All-Stars,LCK,lck-allstars
98767975966749984,Broxah,Mads,Brock-Pedersen,,,,,
98767975915355344,Gemini,Chu-Xuan,Huang,1.077001996339589e+17,1.077001996339589e+17,CTBC Flying Oyster,CFO,ctbc-flying-oyster
110442600460593216,Spark,Keith,Lucas,1.0764816874491229e+17,1.0764816874491229e+17,DREN Esports,DREN,dren-esports
109701731480510368,Antwere,Anton,Bäcklund,1.0559316101679315e+17,1.0559316101679315e+17,Inside Games,ING,inside-games
99871276342823056,Tarzan,Seungyong,Lee,9.956640485000878e+16,9.956640485000878e+16,Suzhou LNG Esports,LNG,lng-esports
99566408547374944,Xuradel,Luis,Escobar ,1.0758215708647766e+17,1.0758215708647766e+17,Descuydado Aucas Esports,DSC,descuydado-esports
99322214634684384,Djoko,Charly,Guillard,1.0551510901259245e+17,1.0551510901259245e+17,IZIDREAM,IZI,izidream
99124844344412752,Zeitnot,Berkay,Aşıkuzun,9.956640606455874e+16,9.956640606455874e+16,Papara SuperMassive ,SUP,papara-supermassive-blaze
98926509773296192,Apollo,Apollo,Price,1.0697277817235114e+17,1.0697277817235114e+17,NRG,NRG,nrg-esports
98767991763297584,Uzi,Zihao,Jian,9.876799188227086e+16,9.876799188227086e+16,SHANGHAI EDWARD GAMING HYCAN,EDG,edward-gaming
98767975939657200,Khan,Dongha,Kim,,,,,
110454468743481008,Darkxo,Roel,van Unen,1.1042439725161949e+17,1.1042439725161949e+17,Myth Esports,MYTH,myth-esports
109981749103139024,ROCKBOOM,Rocco,Mazzo,1.10534700622694e+17,1.10534700622694e+17,Aporia,APR,aporia
109783448253640176,Kisno,James,Woo,1.0978314922121605e+17,1.0978314922121605e+17,Lit Esports,LIT,lit-esports
109696722643910608,Rin,Khalil,Sahraoui,1.096961265542665e+17,1.096961265542665e+17,Geekay Esports,GK,geekay-esports
99566406463329120,Wako,Wei-Yang,Zou,1.0436706812082549e+17,1.0436706812082549e+17,PSG Talon,PSG,psg-talon
99566404558953984,Lindarang,Manheung,Heo,9.95664045785771e+16,9.95664045785771e+16,Jin Air Green Wings,JAG,jin-air-green-wings
99566404538001936,Wiz,Na,Yujun,,,,,
98767975968177296,Caps,Rasmus,Borregaard Winther,9.876799192615102e+16,9.876799192615102e+16,G2 Esports,G2,g2-esports
110524169283193264,Cast,Daniel,Manousian,1.0840352690045947e+17,1.0840352690045947e+17,UniQ Esports,UNIQ,uniq
110383372476186080,Wolfy,Valentin Eduardo,Vignolo,1.0484343713922048e+17,1.0484343713922048e+17,Undead BK,UBK,undead-bk
109716206596346304,Mortuario,Juan Jose,Carrera Hurtado,,,,,
109676454639702336,Rahab,Ramiro Nicolas,Puente,1.0759869927501526e+17,1.0759869927501526e+17,Leviatán Esports,LEV,leviatan-esports
109675627129279584,Ch1Chi,Chia-Chi,Hsu,1.0138379288744603e+17,1.0138379288744603e+17,MAMMOTH,MEC,mammoth
98926509875444896,Potluck,Nicholas,Pollock,,,,,
98926509832738480,Brandini,Brandon,Chen,1.0758044474558189e+17,1.0758044474558189e+17,Immortals AOE,IMA,immortals-aoe
98926509782092608,RyuArch,Sangwook,Yoo,9.892650989083266e+16,9.892650989083266e+16,,,
98767991811074368,Olleh,Joo-sung,Kim,,,,,
98767991746528656,Impact,Eon-Young,Jeong,9.892650989212186e+16,9.892650989212186e+16,FlyQuest,FLY,flyquest
110536140884380256,Frost1,Christian,Rahaian,1.1073387061204734e+17,1.1073387061204734e+17,Team Coachify,CFY,team-coachify
99566406035014848,Achuu,Nicolaj,Ellesgaard,1.034619669651498e+17,1.034619669651498e+17,MAD Lions,MAD,mad-lions
98926509843809392,Zeyzal,Tristan,Stidam,1.104283628228258e+17,1.104283628228258e+17,Disguised,DSG,disguised
98767991760367216,sOAZ,Paul,Boyer,1.0745628431848272e+17,1.0745628431848272e+17,Mirage-Elyandra,ME,mirage-elyandra
98767975941793936,seiya,Ali,Bracamontes,1.0115782145973162e+17,1.0115782145973162e+17,Tandem Mode C,TMC,tandem-mode-c
110581865946952768,Maikeu,Mikolaj ,Styczen,1.0757495928997437e+17,1.0757495928997437e+17,Odivelas Sports Club,OSC,odivelas-sports-club
110462943397555232,Chirp,Duncan,Zehnder,1.1038348745648096e+17,1.1038348745648096e+17,Vertex ESC,VTX,vertex-esc
109675297218548288,Clasicoz,Bayron Andres,Zambrano Trillos,1.0760359691562928e+17,1.0760359691562928e+17,Spirituals,STS,spirituals
99566406289925824,Chuz,Aaron,Bland,9.929415382438638e+16,9.929415382438638e+16,Golden Guardians,GG,golden-guardians
99566404812992432,kRYST4L,Pan,Yang,9.912484435691296e+16,9.912484435691296e+16,LPL All-Stars,LPL,lpl-allstars
99322214580759168,Cabochard,Lucas ,Simon-Meslet,1.0551521903842702e+17,1.0551521903842702e+17,Karmine Corp,KC,karmine-corp
99322214243134016,promisq,Hampus ,Abrahamsson,1.039355303330729e+17,1.039355303330729e+17,AGO Rogue,RGO,ago-rogue
110442614728546768,TheCheeng,Cheng,Yiji,1.0764816874491229e+17,1.0764816874491229e+17,DREN Esports,DREN,dren-esports
110734389154290480,Max108,Maxime,Lamothe,1.1073388909016485e+17,1.1073388909016485e+17,Return of the Middlesticks,ROTM,return-of-the-middlesticks
99921042942435088,Unforgiven,Maximiliano,Utrero,1.0138379255956938e+17,1.0138379255956938e+17,All Knights,AK,all-knights
99566406315397888,Claire,Brandon,Nguyen,,,,,
99322214660829968,Xerxe,Andrei,Dragomir,1.0278720012666358e+17,1.0278720012666358e+17,Giants,GIA,giants
98767975960315472,Chippys,Ryan,Short,1.0353528212420803e+17,1.0353528212420803e+17,Pentanet.GG,PGG,pentanetgg
109817654267972256,Deceiving,Ramy ,Refaat,1.096961265542665e+17,1.096961265542665e+17,Geekay Esports,GK,geekay-esports
99566405658500448,Smoke1,Mertkan,Salman,9.956640568570096e+16,9.956640568570096e+16,,,
99322214650476352,Norskeren,Tore,Hoel Eilertsen,9.932221468152178e+16,9.932221468152178e+16,,,
99101098225032608,Palafox,Cristian,Palafox,1.0697277817235114e+17,1.0697277817235114e+17,NRG,NRG,nrg-esports
99101098210866848,PCL,Kostyantyn,Dudarchuk,1.10534700622694e+17,1.10534700622694e+17,Aporia,APR,aporia
98926509798242288,Solo,Colin,Earnest,,,,,
98767975973141632,Biofrost,Vincent,Wang,,,,,
110536010772928944,Bruhruto,Ivan,Guan,1.099816471349216e+17,1.099816471349216e+17,CCG Esports,CCG,ccg-esports
99591620723806688,Only35,Emin,Aydın,1.0552163755258762e+17,1.0552163755258762e+17,Team Phantasma,TP,team-phantasma
99566405933319520,Grell,Jesús,Trujillo,9.956640821940934e+16,9.956640821940934e+16,Vivo Keyd Stars,VKS,vivo-keyd
98926509774348208,Goldenglue,Greyson,Gilmer,,,,,
98767975908541392,Alphari,Barney,Morris,,,,,
110734232688742144,Antcliff,Logan,Antcliff,1.1073388154286235e+17,1.1073388154286235e+17,Cold Hearted,COLD,cold-hearted
99566406324269792,rare7,Ronan,Swingler,,,,,
99322214246040416,Innaxe,Nihat ,Aliev,1.0278720015169845e+17,1.0278720015169845e+17,Vitality.Bee,VITB,vitalitybee
109857317926915504,Minemany11,Dominik,Nowacki,1.0552141978412718e+17,1.0552141978412718e+17,Komil&Friends,KNF,komilfriends
109698813812677744,Annataqui,Anderson Nahum,Talledo Quispe,1.0969885580603373e+17,1.0969885580603373e+17,Universitario Esports,UE,universitario-esports
99871276342168416,Chovy,Jihun,Jung,1.0020557349511645e+17,1.0020557349511645e+17,Gen.G,GEN,geng
99566406283268032,Swip3rR,Brandon,Holland,,,,,
98767975918707488,Levi,Duy Khanh,Do,9.876799195424456e+16,9.876799195424456e+16,GAM Esports,GAM,gam-esports
109877988069186928,Rain1,Dayu,Pei,1.099816471349216e+17,1.099816471349216e+17,CCG Esports,CCG,ccg-esports
109859113634594976,T0ki,Juan Esteban,Pérez Benítez,1.0967261869407064e+17,1.0967261869407064e+17,Aethernum Esports,AET,aethernum-esports
109517025487758880,Artoria,Alexis,Diebold,1.0706706536838013e+17,1.0706706536838013e+17,Wild Panthers Esports,WPE,wild-panther-esports
99566405784238592,Bazu,Andrés Felipe,Núñez Campos,,,,,
99566404797667824,Zoom,Xingran ,Han,,,,,
99566404556524624,Ghost,Yongjun,Jang,,,,,
99566404543972080,Secret,Kiseon,Park,,,,,
99566404532924464,Kiin,Kiin,Kim,9.956640457946123e+16,9.956640457946123e+16,kt Rolster,KT,kt-rolster
99485558922270080,kev1n,Kevin,Rubiszewski,1.0423436258644328e+17,1.0423436258644328e+17,German Pingus,PNGU,team-frenzy
98767991748917184,Bjergsen,Søren,Bjerg,,,,,
109859153356671168,CAMILO,Camilo,Nicolau Blanchet,9.956640835669712e+16,9.956640835669712e+16,Furious Gaming,FG,furious-gaming
109828289393968656,Gury,Luong Hai,Long,1.072512456909564e+17,1.072512456909564e+17,Saigon Buffalo Esports,SGB,saigon-buffalo-esports
99566408314042368,Emp,Benjamín,Ramírez,1.0680677975253176e+17,1.0680677975253176e+17,Globant Emerald Team,GET,globant-emerald-team
110541207920349536,fyrk,Ryoga,Kawasaki,1.068277654489444e+17,1.068277654489444e+17,DFM Academy,DFM,dfm-academy
110535478367289344,Brucee,BRUCE SCOTT,TORRES  NANO,1.0682782785715955e+17,1.0682782785715955e+17,V3 Academy,V3,v3-academy
109698816569892672,Overload,Facundo,Piccininno,1.0969885580603373e+17,1.0969885580603373e+17,Universitario Esports,UE,universitario-esports
109676532897209120,Husky ,Javiera Soledad,Machado Hernández,1.0759908919167134e+17,1.0759908919167134e+17,Santiago Wanderers,SW,santiago-wanderers
99566406484560240,Atlen,Ya-Lun,Sung,1.0626985916965858e+17,1.0626985916965858e+17,Impunity Esports,IMP,impunity-esports
99566406483827120,Hanabi,Chia-Hsiang,Su,1.0770020456108645e+17,1.0770020456108645e+17,Deep Cross Gaming,DCG,deep-cross-gaming
99322214234845504,Ruin,Hyeongmin,Kim,,,,,
98926509803844880,Big,Terry,Chuong,1.0591322113761867e+17,1.0591322113761867e+17,No Org,NOR,no-org
98767975922428912,Padden,Ege Acar,Koparal,,,,,
110416857049573472,OscharBros,Oscar Miguel,Lozano Garcia,1.0758175070104949e+17,1.0758175070104949e+17,Janus Esports,JNS,janus-esports
109716208470583968,Infamous,Abner,Díaz Galván,1.0758217316986403e+17,1.0758217316986403e+17,GeekSide Esports,GSE,geekside-esports
109698648844289312,Edo,Johan Daniel,Diaz Vasquez,1.0758260983603602e+17,1.0758260983603602e+17,Diamond Doves,DD,diamond-doves
99566406291710736,Rosey5,Andrew,Rose,1.1038348745648096e+17,1.1038348745648096e+17,Vertex ESC,VTX,vertex-esc
110548040198127152,Shera,WINSTON YI SHENG,TAI,1.0626985916965858e+17,1.0626985916965858e+17,Impunity Esports,IMP,impunity-esports
110434101013364848,Baldan,Giovani ,Sanchez,1.094800560922079e+17,1.094800560922079e+17,FLUXO,FX,fluxo
109675194530936736,Cristonex,Juan Carlos,González Pontón,1.0758218490526451e+17,1.0758218490526451e+17,Waia Snikt,WS,waia-snikt
110734301564443328,Burai,Anki,Shen,1.1053473255866582e+17,1.1053473255866582e+17,Komodo,KMD,komodo
99566406317824608,Pabu,Jackson,Pavone,1.09696092218589e+17,1.09696092218589e+17,Nigma Galaxy,NGX,nigma-galaxy
99566406314527104,FBI,Victor,Huang,1.0697277817235114e+17,1.0697277817235114e+17,NRG,NRG,nrg-esports
98926509785257792,Ssumday,Chanho,Kim,9.929415382826474e+16,9.929415382826474e+16,100 Thieves,100,100-thieves
98767975961872800,Hans Sama,Steven,Liv,9.876799192615102e+16,9.876799192615102e+16,G2 Esports,G2,g2-esports
98767975913610880,Mlxg,Shiyu,Liu,9.912484435691296e+16,9.912484435691296e+16,LPL All-Stars,LPL,lpl-allstars
110378665590552144,nicolayi,Nicolayi,Garkov,1.0741634240152838e+17,1.0741634240152838e+17,Maturalni Forsaken,MFSK,forsaken
109897089125370720,Goldenpenny,HUGO,PILSTROM,,,,,
110650593646695856,Choi,Choi ,Sung-Hyuk,1.0552082204921091e+17,1.0552082204921091e+17,mCon esports,MCON,mcon-lg-ultragear
99566404541748448,Jelly,Hokyeong,Son,9.956640835833042e+16,9.956640835833042e+16,Isurus,ISG,isurus
98926509872843584,MikeYeung,Michael,Yeung,9.8926509887042e+16,9.8926509887042e+16,Echo Fox,FOX2,echo-fox
110534540983961632,Nakyung,Na Kyung,Kim,1.1049217387783814e+17,1.1049217387783814e+17,Eternal Fire,EF,eternal-fire
109783522072031872,Voxtrik,Zak,Sohrabi,1.10534728305629e+17,1.10534728305629e+17,Kelyx's Grandpa Gamers,OLD,kelyxs-grandpa-gamers
109698823590321280, khaN1996,Stwar Edinson,Bolige Romero,1.0969885580603373e+17,1.0969885580603373e+17,Universitario Esports,UE,universitario-esports
99566404835201744,LokeN,Dong-wook ,Lee,1.0142837260535352e+17,1.0142837260535352e+17,Sengoku Gaming,SG,sengoku-gaming
99566404797325600,xiyang,Bin,Hu,9.912484435691296e+16,9.912484435691296e+16,LPL All-Stars,LPL,lpl-allstars
99322214658989360,Wadid,Baein,Kim,,,,,
99322214604295664,Vizicsacsi,Tamás,Kiss,1.0278720013675618e+17,1.0278720013675618e+17,Berlin International Gaming,BIG,berlin-international-gaming
98767975976872704,Slow,Eduardo,Garcés,,,,,
110528392681443120,Yuki ,Kiệt,Nguyễn,1.0982827931922426e+17,1.0982827931922426e+17,MGN Box Esports,MBE,mgn-box-esports
109696466677668272,Ajwad,Ajwad,Wazzan,1.0969613854357971e+17,1.0969613854357971e+17,3BL Esports,3BL,ebl-esports
109691931003181728,IC8,DING SHENG,CHEN,1.0969207189335272e+17,1.0969207189335272e+17,Hell Pigs,HPS,hell-pigs
109675769550330544,CL0UD,Zhenwei,Hu,1.0570909925850566e+17,1.0570909925850566e+17,PEACE,PCE,peace
99566404837520336,Baolan,Liu-Yi,Wang,9.956640484777046e+16,9.956640484777046e+16,,,
99566404534366144,Ucal,Woohyun,Son,1.013889129110398e+17,1.013889129110398e+17,,,
110428409962564176,Pui,Ancuta Raul,Andrei,1.096426901918944e+17,1.096426901918944e+17,Ruddy Esports,RUD,ruddy-esports
109721322428556880,Dean,Attia,Haithem,1.0969604794862776e+17,1.0969604794862776e+17,GNG Esports,GNG,gng-esports
109676573340434896,Z03N,Enzo Rafael,Ganino,1.07598788926821e+17,1.07598788926821e+17,Macro Pampas,PAM,pampas
99566406322745920,Decoy,Daniel,Ealam,9.876799192146277e+16,9.876799192146277e+16,Dire Wolves,DW,dire-wolves
98926509838831808,Licorice,Eric,Ritchie,9.929415382438638e+16,9.929415382438638e+16,Golden Guardians,GG,golden-guardians
98767975914916592,Xiaohu,Yuanhao ,Li,9.956640485305875e+16,9.956640485305875e+16,WeiboGaming FAW AUDI,WBG,weibo-gaming
109697783437516000,Djoksi,Petar,Djordjevic,1.0969768603280094e+17,1.0969768603280094e+17,XtremeDominators,XD,xtremedominators
109696314990191328,Maged,Maged,Marwan,1.096959105337479e+17,1.096959105337479e+17,RAAD,RAAD,raad
99566406474312912,PK,Yu-Ting,Hsieh,,,,,
99566405673884848,Maxi,Magnus,Stenz Kristensen,1.0551490744961197e+17,1.0551490744961197e+17,Team BDS Academy,BDSA,team-bds-academy
99566405672409600,Absolute,Batuhan,Okta,1.0349571688658731e+17,1.0349571688658731e+17,Beşiktaş,BJK,besiktas
99566404834405152,icon,Tian-Yu ,Xie,,,,,
99566404539819072,Ruby,Sol-min,Lee,9.87679918603925e+16,9.87679918603925e+16,TSM,TSM,tsm
110454416579506544,W1ND,Martin,Prokopovic,1.1042439725161949e+17,1.1042439725161949e+17,Myth Esports,MYTH,myth-esports
109698276293008928,Nagii,William,Caiza,1.0758217845576707e+17,1.0758217845576707e+17,Pirate Dream,PD,pirate-dream
99566406480677696,Rock,Chung-Ting,Tsai,,,,,
99566405655227888,Naehyun,Naehyun,You,,,,,
99566405104539696,Hooks,Osama,Alkhalaileh,1.0782955809027776e+17,1.0782955809027776e+17,,,
98767975963407616,Shernfire,Shern,Tai,1.0353528212420803e+17,1.0353528212420803e+17,Pentanet.GG,PGG,pentanetgg
98767975922221488,Ambition,Chanyong,Kang,9.912484435321658e+16,9.912484435321658e+16,LCK All-Stars,LCK,lck-allstars
109701737239945136,Paul227,Paul,Gurisch,1.071797406241689e+17,1.071797406241689e+17,HEET,HEET,heet
109697728777241536,ASTRO1,Mirnes,Jahić,1.0969768943077701e+17,1.0969768943077701e+17,Ankora Gaming,ANK,ankora-gaming
110516286276858432,Bwezc,Manuel,Monteiro,1.0559416301458886e+17,1.0559416301458886e+17,Boavista F.C,BFC,boavista-fc
99566408548798064,Zelt,Jairo,Urbina,1.075817656334271e+17,1.075817656334271e+17,Fuego,FUE,fuego
99566407771166800,Ranger,Filipe,Brombilla,1.0948020462822587e+17,1.0948020462822587e+17,Los Grandes,LOS,los-grandes
99566406316982368,Babip,Leo,Romer,9.956640633298798e+16,9.956640633298798e+16,The Chiefs,CHF,the-chiefs
99566404552423936,Kramer,Jonghoon ,Ha,,,,,
110473373169805232,Peto,Peter,Kollár,1.055931825761056e+17,1.055931825761056e+17,BRUTE,BRT,brute
109749151366449344,Aisu,Guillaume,Giroux,1.0953967573412909e+17,1.0953967573412909e+17,Northern Lions Esports,NLE,northern-lions-esports
99566408329067984,Nothing, Brandon,Merlo,1.0759869927501526e+17,1.0759869927501526e+17,Leviatán Esports,LEV,leviatan-esports
99566407772587280,BocaJR,Emerson,Alencar,,,,,
99566406028784608,SnowFlower, Hoei-jong,Noh,,,,,
99566404820654672,Tian,Tian-Liang,Gao,9.956640485468546e+16,9.956640485468546e+16,TOP ESPORTS,TES,top-esports
99322214618656224,Wunder,Martin,Hansen,,,,,
99322214600201552,Hjarnan,Petter ,Freyschuss,,,,,
110466709774698832,Eiko,Dai ,PhuMon,1.0967549037032742e+17,1.0967549037032742e+17,Ground Zero,GZ,ground-zero
99871276332909840,Lehends,Siu,Son,9.956640457946123e+16,9.956640457946123e+16,kt Rolster,KT,kt-rolster
99566406318648096,papryze,Daniel,Francis,1.0743703205365587e+17,1.0743703205365587e+17,Kanga Esports,KNG,kanga-esports
98767991808793904,Mission,Hsiao Hsien,Chen,1.0770020456108645e+17,1.0770020456108645e+17,Deep Cross Gaming,DCG,deep-cross-gaming
109675234717323824,Kiss shot 9,Epxon,Suarez Landa,,,,,
109519061710277824,Reaper,Matheus,Silva,9.956640822283109e+16,9.956640822283109e+16,Liberty,LBR,liberty
110734227631260208,Yozu,Noah,Carter,1.1073388154286235e+17,1.1073388154286235e+17,Cold Hearted,COLD,cold-hearted
99591817398894016,Woohee,Paolo,Vicencio,1.0967633735910835e+17,1.0967633735910835e+17,Eclipse Gaming,ECG,eclipse-gaming
99566406460960176,Lilv,Chin-Han,Chen,,,,,
99566404815792272,Doinb,Tae-sang,Kim,,,,,
109698314427620912,StarDragon,Andres Enrique,Escate Cordova,1.0758218119710656e+17,1.0758218119710656e+17,Skull Cracker Clan,SKC,skull-cracker-clan
99566407771845568,Luskka,Lucas,Rentechen,,,,,
99101098218071808,Blaber,Robert,Huang,9.876799187734053e+16,9.876799187734053e+16,Cloud9,C9,cloud9
98767975924122560,Frozen,Tae-il,Kim,,,,,
109716319345911024,Coow,Martín Alonso,Contreras Aguilar,1.0759906192607389e+17,1.0759906192607389e+17,Newstar,N5R,newstar
109709435411702736,Kachu,Yeongin,Kim,1.0758049704199907e+17,1.0758049704199907e+17,Team Ambition,TA,team-ambition
109675202849045200,William,Williams,Quiroz Serrato,1.0760356652068717e+17,1.0760356652068717e+17,Team Mayan eSports,MYN,team-mayan-esports
99322214629661296,Mikyx,Mihael,Mehle,9.876799192615102e+16,9.876799192615102e+16,G2 Esports,G2,g2-esports
98767991788229392,IgNar,Donggeun,Lee,1.0697277817235114e+17,1.0697277817235114e+17,NRG,NRG,nrg-esports
109777192967695728,Bobsik,Matyáš,Dobeš,1.0559316101679315e+17,1.0559316101679315e+17,Inside Games,ING,inside-games
109698550825753488,Jagger,Esteban Alejo,Alarcon,1.0813196523553861e+17,1.0813196523553861e+17,Antares Esports,ANT,antares-esports
99921042946981024,Kanra,Pedro,Abad,1.0758216987415555e+17,1.0758216987415555e+17,God's Plan,GDP,gods-plan
99566408537224672,Choisix,Steven,Cordero,,,,,
110536461036509840,Diesel,Darrell,Jenkins,1.1053474148086794e+17,1.1053474148086794e+17,Teamless Revenge,TRV,teamless-revenge
110536114678286352,IamSunlight,Joseph,Riebschleger,1.10534728305629e+17,1.10534728305629e+17,Kelyx's Grandpa Gamers,OLD,kelyxs-grandpa-gamers
110535935239227888,JJK,Jiayi,Lu,1.1053471493448853e+17,1.1053471493448853e+17,CB Gaming,CBG,cb-gaming
110509753191328512,Lykki,Christian,Verkhozine,1.071797406241689e+17,1.071797406241689e+17,HEET,HEET,heet
109783089412275872,Aang,Hyori,Lee,1.097831241833183e+17,1.097831241833183e+17,University of St. Trevor,UST,university-of-st-trevor
109682853490267984,96NKtaityo,Takuho,Yasue,1.0682782355034397e+17,1.0682782355034397e+17,AXZ Academy,AXZ,axz-academy
110660139298018832,Kangin,Kangin,Choi,1.0550561954685989e+17,1.0550561954685989e+17,OKSavingsBank BRION,BRO,fredit-brion
99871352186509312,ALL IN,Tae-yang,Kim,9.987127635536469e+16,9.987127635536469e+16,,,
99566404560546448,SS,Jinsol,Seo,9.956640457723765e+16,9.956640457723765e+16,,,
98767975936723216,Fix,Nicolás,Sayago,,,,,
110535782839550048,Regedice,Elias,Lahrim,1.1053469681129854e+17,1.1053469681129854e+17,Apex Mission Impossible,AMI,apex-mission-impossible
110428416046773360,Shihan,Alfarouk,Chniouer,1.096426901918944e+17,1.096426901918944e+17,Ruddy Esports,RUD,ruddy-esports
110428271512433744,Ukko2000,Otto,Ukkonen,1.0840352690045947e+17,1.0840352690045947e+17,UniQ Esports,UNIQ,uniq
109696509178731472,Mishal,Mishal,Albarrak,1.0969607311491051e+17,1.0969607311491051e+17,Anubis Gaming,ANB,anubis-gaming
99566404531480160,Kuro,Seohaeng,Lee,,,,,
98926509856279072,Tuesday,Jean,Sebastien,1.0782955809027776e+17,1.0782955809027776e+17,,,
98926509811622448,Fly,Yongjun,Song,,,,,
98767991797867568,Brucer,Bruno,Pereira,,,,,
110534542285887216,Taegyeong,Dong Hyeon,Kim,1.1049217387783814e+17,1.1049217387783814e+17,Eternal Fire,EF,eternal-fire
